[2026-01-16 14:02:05] Worker started
[2026-01-16 14:02:05] Connected to Redis 127.0.0.1:6379
[2026-01-16 14:02:05] Connected to MySQL
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=0.8416
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.6864
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.2959
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.6408
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.5518
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.7574
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.6488
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.6869
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.6537
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.7134
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=0.7575
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.4476
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.5524
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.7059
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=2.0572
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.3414
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.1834
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.9107
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.3968
[2026-01-16 14:02:06] Job success | file_id=5 | date=2026-01-16 | scm=1.4474
[2026-01-16 14:02:07] Job success | file_id=5 | date=2026-01-16 | scm=1.2618
[2026-01-16 14:02:07] Job success | file_id=5 | date=2026-01-16 | scm=1.9562
[2026-01-16 14:02:07] Job success | file_id=5 | date=2026-01-16 | scm=1.8652
